lotteryDrawTime,lotteryDrawNum,lotteryDrawResult,red_1,red_2,red_3,red_4,red_5,blue_1,blue_2
2023-02-15,23016,02 04 12 31 32 07 11,2,4,12,31,32,7,11
2023-02-13,23015,08 16 24 25 34 08 12,8,16,24,25,34,8,12
2023-02-11,23014,03 08 18 22 24 01 09,3,8,18,22,24,1,9
2023-02-08,23013,01 02 09 23 25 02 06,1,2,9,23,25,2,6
2023-02-06,23012,07 16 17 18 28 02 03,7,16,17,18,28,2,3
2023-02-04,23011,02 07 08 17 25 01 03,2,7,8,17,25,1,3
2023-02-01,23010,05 06 13 23 26 01 06,5,6,13,23,26,1,6
2023-01-30,23009,01 05 11 15 33 01 10,1,5,11,15,33,1,10
2023-01-18,23008,04 09 17 22 25 01 05,4,9,17,22,25,1,5
2023-01-16,23007,02 03 24 30 32 01 06,2,3,24,30,32,1,6
2023-01-14,23006,02 04 12 27 35 06 07,2,4,12,27,35,6,7
2023-01-11,23005,01 03 10 20 29 06 11,1,3,10,20,29,6,11
2023-01-09,23004,04 13 15 20 22 04 08,4,13,15,20,22,4,8
2023-01-07,23003,05 06 14 21 22 02 09,5,6,14,21,22,2,9
2023-01-04,23002,11 14 21 26 27 02 07,11,14,21,26,27,2,7
2023-01-02,23001,18 19 24 27 34 11 12,18,19,24,27,34,11,12
2022-12-31,22150,06 07 26 29 30 03 12,6,7,26,29,30,3,12
2022-12-28,22149,15 19 22 26 28 02 07,15,19,22,26,28,2,7
2022-12-26,22148,04 05 06 26 27 07 12,4,5,6,26,27,7,12
2022-12-24,22147,04 12 22 28 30 09 11,4,12,22,28,30,9,11
2022-12-21,22146,01 21 23 28 35 07 09,1,21,23,28,35,7,9
2022-12-19,22145,10 20 29 30 35 06 09,10,20,29,30,35,6,9
2022-12-17,22144,03 04 08 15 21 04 07,3,4,8,15,21,4,7
2022-12-14,22143,10 13 14 27 33 07 08,10,13,14,27,33,7,8
2022-12-12,22142,07 12 14 29 35 01 11,7,12,14,29,35,1,11
2022-12-10,22141,05 06 14 24 25 02 04,5,6,14,24,25,2,4
2022-12-07,22140,05 15 25 26 29 04 12,5,15,25,26,29,4,12
2022-12-05,22139,01 13 14 22 35 02 05,1,13,14,22,35,2,5
2022-12-03,22138,05 13 16 27 33 07 12,5,13,16,27,33,7,12
2022-11-30,22137,05 06 08 15 20 07 08,5,6,8,15,20,7,8
2022-11-28,22136,01 11 15 17 33 03 11,1,11,15,17,33,3,11
2022-11-26,22135,09 10 27 31 32 01 03,9,10,27,31,32,1,3
2022-11-23,22134,03 16 23 27 32 03 06,3,16,23,27,32,3,6
2022-11-21,22133,01 02 14 30 31 06 09,1,2,14,30,31,6,9
2022-11-19,22132,02 27 30 34 35 09 12,2,27,30,34,35,9,12
2022-11-16,22131,02 06 08 10 17 05 06,2,6,8,10,17,5,6
2022-11-14,22130,05 07 15 18 23 05 10,5,7,15,18,23,5,10
2022-11-12,22129,10 17 23 34 35 01 04,10,17,23,34,35,1,4
2022-11-09,22128,10 19 21 23 35 04 10,10,19,21,23,35,4,10
2022-11-07,22127,02 03 08 09 20 04 10,2,3,8,9,20,4,10
2022-11-05,22126,04 05 08 22 35 01 03,4,5,8,22,35,1,3
2022-11-02,22125,03 07 14 16 19 01 11,3,7,14,16,19,1,11
2022-10-31,22124,02 04 11 25 30 06 12,2,4,11,25,30,6,12
2022-10-29,22123,02 20 28 29 30 07 10,2,20,28,29,30,7,10
2022-10-26,22122,04 15 17 19 25 06 12,4,15,17,19,25,6,12
2022-10-24,22121,04 15 16 20 21 04 05,4,15,16,20,21,4,5
2022-10-22,22120,11 22 26 30 33 03 05,11,22,26,30,33,3,5
2022-10-19,22119,01 09 16 25 29 04 09,1,9,16,25,29,4,9
2022-10-17,22118,02 05 15 17 26 02 08,2,5,15,17,26,2,8
2022-10-15,22117,09 12 15 21 32 02 07,9,12,15,21,32,2,7
2022-10-12,22116,01 07 20 22 31 07 12,1,7,20,22,31,7,12
2022-10-10,22115,17 19 20 23 27 03 08,17,19,20,23,27,3,8
2022-10-08,22114,11 21 24 27 28 05 10,11,21,24,27,28,5,10
2022-10-05,22113,13 15 22 31 33 05 12,13,15,22,31,33,5,12
2022-09-28,22112,04 11 18 20 26 06 12,4,11,18,20,26,6,12
2022-09-26,22111,06 12 16 19 31 06 10,6,12,16,19,31,6,10
2022-09-24,22110,02 13 16 18 23 03 06,2,13,16,18,23,3,6
2022-09-21,22109,05 09 24 29 35 05 12,5,9,24,29,35,5,12
2022-09-19,22108,04 07 13 26 28 07 11,4,7,13,26,28,7,11
2022-09-17,22107,07 09 19 28 29 08 10,7,9,19,28,29,8,10
2022-09-14,22106,16 17 21 28 32 04 07,16,17,21,28,32,4,7
2022-09-12,22105,01 08 09 21 22 01 04,1,8,9,21,22,1,4
2022-09-10,22104,03 05 13 19 25 02 05,3,5,13,19,25,2,5
2022-09-07,22103,08 12 16 21 32 01 12,8,12,16,21,32,1,12
2022-09-05,22102,01 05 14 20 30 02 04,1,5,14,20,30,2,4
2022-09-03,22101,02 04 06 07 08 03 06,2,4,6,7,8,3,6
2022-08-31,22100,10 19 20 23 31 03 07,10,19,20,23,31,3,7
2022-08-29,22099,07 18 25 27 33 04 05,7,18,25,27,33,4,5
2022-08-27,22098,01 03 06 11 13 03 11,1,3,6,11,13,3,11
2022-08-24,22097,05 13 22 28 29 05 11,5,13,22,28,29,5,11
2022-08-22,22096,16 19 24 27 33 01 06,16,19,24,27,33,1,6
2022-08-20,22095,05 08 22 25 35 02 07,5,8,22,25,35,2,7
2022-08-17,22094,03 04 07 12 19 02 05,3,4,7,12,19,2,5
2022-08-15,22093,07 11 14 21 29 07 10,7,11,14,21,29,7,10
2022-08-13,22092,01 04 12 23 29 05 12,1,4,12,23,29,5,12
2022-08-10,22091,02 11 20 22 34 04 12,2,11,20,22,34,4,12
2022-08-08,22090,01 20 24 25 31 09 12,1,20,24,25,31,9,12
2022-08-06,22089,01 20 21 31 33 03 11,1,20,21,31,33,3,11
2022-08-03,22088,01 08 10 20 35 06 11,1,8,10,20,35,6,11
2022-08-01,22087,04 06 10 24 28 06 12,4,6,10,24,28,6,12
2022-07-30,22086,04 10 21 28 31 08 11,4,10,21,28,31,8,11
2022-07-27,22085,11 16 31 33 35 06 08,11,16,31,33,35,6,8
2022-07-25,22084,03 11 19 25 27 04 12,3,11,19,25,27,4,12
2022-07-23,22083,02 09 17 26 32 04 06,2,9,17,26,32,4,6
2022-07-20,22082,04 26 27 30 33 02 09,4,26,27,30,33,2,9
2022-07-18,22081,05 10 19 31 32 09 10,5,10,19,31,32,9,10
2022-07-16,22080,10 17 30 31 34 03 06,10,17,30,31,34,3,6
2022-07-13,22079,07 10 19 26 32 08 12,7,10,19,26,32,8,12
2022-07-11,22078,02 03 18 20 27 01 02,2,3,18,20,27,1,2
2022-07-09,22077,05 10 11 16 19 01 10,5,10,11,16,19,1,10
2022-07-06,22076,05 17 30 34 35 02 09,5,17,30,34,35,2,9
2022-07-04,22075,04 12 13 17 18 07 09,4,12,13,17,18,7,9
2022-07-02,22074,02 06 21 25 28 02 06,2,6,21,25,28,2,6
2022-06-29,22073,11 18 21 25 32 02 04,11,18,21,25,32,2,4
2022-06-27,22072,01 12 13 15 30 03 07,1,12,13,15,30,3,7
2022-06-25,22071,09 15 19 25 29 08 09,9,15,19,25,29,8,9
2022-06-22,22070,01 07 17 23 35 07 11,1,7,17,23,35,7,11
2022-06-20,22069,02 03 23 28 35 02 09,2,3,23,28,35,2,9
2022-06-18,22068,03 06 10 15 23 03 08,3,6,10,15,23,3,8
2022-06-15,22067,04 14 15 32 33 10 11,4,14,15,32,33,10,11
2022-06-13,22066,02 24 25 26 34 03 12,2,24,25,26,34,3,12
2022-06-11,22065,05 10 13 22 28 01 04,5,10,13,22,28,1,4
2022-06-08,22064,02 19 22 25 35 05 07,2,19,22,25,35,5,7
2022-06-06,22063,02 03 22 26 31 06 10,2,3,22,26,31,6,10
2022-06-04,22062,05 09 11 12 31 07 11,5,9,11,12,31,7,11
2022-06-01,22061,06 09 19 22 30 01 06,6,9,19,22,30,1,6
2022-05-30,22060,02 06 10 11 20 03 09,2,6,10,11,20,3,9
2022-05-28,22059,04 15 18 32 34 04 09,4,15,18,32,34,4,9
2022-05-25,22058,03 04 24 26 35 07 08,3,4,24,26,35,7,8
2022-05-23,22057,06 12 18 21 35 07 10,6,12,18,21,35,7,10
2022-05-21,22056,02 11 15 17 31 07 09,2,11,15,17,31,7,9
2022-05-18,22055,01 02 12 15 23 04 06,1,2,12,15,23,4,6
2022-05-16,22054,05 16 21 23 34 07 10,5,16,21,23,34,7,10
2022-05-14,22053,09 17 19 20 25 01 09,9,17,19,20,25,1,9
2022-05-11,22052,01 13 18 29 35 04 09,1,13,18,29,35,4,9
2022-05-09,22051,01 16 17 19 33 05 06,1,16,17,19,33,5,6
2022-05-07,22050,02 10 21 24 30 08 10,2,10,21,24,30,8,10
2022-05-04,22049,06 10 20 28 35 01 10,6,10,20,28,35,1,10
2022-05-02,22048,16 22 28 29 32 08 09,16,22,28,29,32,8,9
2022-04-30,22047,07 10 11 12 33 03 11,7,10,11,12,33,3,11
2022-04-27,22046,06 07 12 22 27 03 05,6,7,12,22,27,3,5
2022-04-25,22045,02 03 07 12 20 01 05,2,3,7,12,20,1,5
2022-04-23,22044,01 02 16 17 20 03 07,1,2,16,17,20,3,7
2022-04-20,22043,02 16 17 24 30 09 12,2,16,17,24,30,9,12
2022-04-18,22042,08 10 11 29 32 02 06,8,10,11,29,32,2,6
2022-04-16,22041,05 15 25 26 33 06 11,5,15,25,26,33,6,11
2022-04-13,22040,10 19 25 29 33 08 12,10,19,25,29,33,8,12
2022-04-11,22039,01 08 11 22 31 05 11,1,8,11,22,31,5,11
2022-04-09,22038,07 09 11 12 26 09 12,7,9,11,12,26,9,12
2022-04-06,22037,01 09 17 20 28 06 10,1,9,17,20,28,6,10
2022-04-04,22036,18 19 21 26 34 06 07,18,19,21,26,34,6,7
2022-04-02,22035,09 11 13 23 31 05 08,9,11,13,23,31,5,8
2022-03-30,22034,02 10 24 27 28 06 07,2,10,24,27,28,6,7
2022-03-28,22033,08 15 16 19 33 03 04,8,15,16,19,33,3,4
2022-03-26,22032,05 09 18 31 32 01 05,5,9,18,31,32,1,5
2022-03-23,22031,07 14 16 20 28 04 08,7,14,16,20,28,4,8
2022-03-21,22030,12 14 15 21 30 01 09,12,14,15,21,30,1,9
2022-03-19,22029,07 08 10 14 17 10 12,7,8,10,14,17,10,12
2022-03-16,22028,04 09 16 17 35 01 07,4,9,16,17,35,1,7
2022-03-14,22027,03 06 11 31 32 05 12,3,6,11,31,32,5,12
2022-03-12,22026,11 14 22 23 27 08 10,11,14,22,23,27,8,10
2022-03-09,22025,04 07 22 24 29 01 07,4,7,22,24,29,1,7
2022-03-07,22024,01 02 11 30 35 01 12,1,2,11,30,35,1,12
2022-03-05,22023,04 05 18 20 25 11 12,4,5,18,20,25,11,12
2022-03-02,22022,01 05 14 17 28 06 07,1,5,14,17,28,6,7
2022-02-28,22021,11 15 16 18 35 06 09,11,15,16,18,35,6,9
2022-02-26,22020,16 17 30 31 35 08 09,16,17,30,31,35,8,9
2022-02-23,22019,01 04 07 17 21 01 02,1,4,7,17,21,1,2
2022-02-21,22018,16 21 29 31 34 06 09,16,21,29,31,34,6,9
2022-02-19,22017,10 14 18 23 25 07 11,10,14,18,23,25,7,11
2022-02-16,22016,01 07 17 26 32 01 09,1,7,17,26,32,1,9
2022-02-14,22015,01 02 08 12 30 05 12,1,2,8,12,30,5,12
2022-02-12,22014,01 04 10 18 32 01 09,1,4,10,18,32,1,9
2022-02-09,22013,04 09 16 25 32 05 06,4,9,16,25,32,5,6
2022-01-26,22012,03 05 10 33 34 07 10,3,5,10,33,34,7,10
2022-01-24,22011,03 05 17 24 32 05 12,3,5,17,24,32,5,12
2022-01-22,22010,04 19 25 31 35 02 11,4,19,25,31,35,2,11
2022-01-19,22009,13 14 18 31 33 07 10,13,14,18,31,33,7,10
2022-01-17,22008,01 02 13 18 34 06 07,1,2,13,18,34,6,7
2022-01-15,22007,05 22 23 25 35 03 11,5,22,23,25,35,3,11
2022-01-12,22006,01 05 07 17 20 05 12,1,5,7,17,20,5,12
2022-01-10,22005,02 13 17 19 34 05 09,2,13,17,19,34,5,9
2022-01-08,22004,07 20 27 30 33 03 04,7,20,27,30,33,3,4
2022-01-05,22003,02 18 24 25 34 08 12,2,18,24,25,34,8,12
2022-01-03,22002,04 06 07 09 24 04 12,4,6,7,9,24,4,12
2022-01-01,22001,08 11 19 22 29 03 11,8,11,19,22,29,3,11
2021-12-29,21150,04 10 11 23 26 07 10,4,10,11,23,26,7,10
2021-12-27,21149,20 26 28 30 35 10 11,20,26,28,30,35,10,11
2021-12-25,21148,01 04 12 16 29 04 08,1,4,12,16,29,4,8
2021-12-22,21147,01 02 08 12 26 01 07,1,2,8,12,26,1,7
2021-12-20,21146,03 05 08 18 20 09 11,3,5,8,18,20,9,11
2021-12-18,21145,03 08 25 29 30 01 06,3,8,25,29,30,1,6
2021-12-15,21144,03 20 25 30 34 02 09,3,20,25,30,34,2,9
2021-12-13,21143,09 17 19 29 34 04 11,9,17,19,29,34,4,11
2021-12-11,21142,11 13 17 19 25 02 09,11,13,17,19,25,2,9
2021-12-08,21141,02 08 16 29 34 05 12,2,8,16,29,34,5,12
2021-12-06,21140,05 24 26 33 35 09 12,5,24,26,33,35,9,12
2021-12-04,21139,05 13 18 23 34 08 09,5,13,18,23,34,8,9
2021-12-01,21138,09 11 12 15 31 05 11,9,11,12,15,31,5,11
2021-11-29,21137,02 07 13 14 19 04 05,2,7,13,14,19,4,5
2021-11-27,21136,08 12 19 27 33 02 05,8,12,19,27,33,2,5
2021-11-24,21135,04 07 17 29 31 05 06,4,7,17,29,31,5,6
2021-11-22,21134,02 06 14 19 28 01 06,2,6,14,19,28,1,6
2021-11-20,21133,08 09 17 26 28 06 08,8,9,17,26,28,6,8
2021-11-17,21132,04 21 28 29 33 03 11,4,21,28,29,33,3,11
2021-11-15,21131,06 08 16 34 35 05 06,6,8,16,34,35,5,6
2021-11-13,21130,02 03 14 27 28 05 10,2,3,14,27,28,5,10
2021-11-10,21129,02 16 17 18 34 04 10,2,16,17,18,34,4,10
2021-11-08,21128,14 17 18 23 27 05 08,14,17,18,23,27,5,8
2021-11-06,21127,01 02 15 17 26 02 11,1,2,15,17,26,2,11
2021-11-03,21126,01 11 12 34 35 09 12,1,11,12,34,35,9,12
2021-11-01,21125,17 19 21 27 31 04 09,17,19,21,27,31,4,9
2021-10-30,21124,10 17 22 25 35 07 09,10,17,22,25,35,7,9
2021-10-27,21123,08 23 26 27 33 08 09,8,23,26,27,33,8,9
2021-10-25,21122,14 15 26 27 29 04 05,14,15,26,27,29,4,5
2021-10-23,21121,02 15 19 29 30 02 09,2,15,19,29,30,2,9
2021-10-20,21120,05 10 21 25 31 05 11,5,10,21,25,31,5,11
2021-10-18,21119,01 02 09 16 30 09 10,1,2,9,16,30,9,10
2021-10-16,21118,14 17 18 28 34 02 03,14,17,18,28,34,2,3
2021-10-13,21117,11 18 21 22 33 05 06,11,18,21,22,33,5,6
2021-10-11,21116,04 25 28 29 35 03 11,4,25,28,29,35,3,11
2021-10-09,21115,08 13 19 20 29 06 10,8,13,19,20,29,6,10
2021-10-06,21114,08 09 13 29 30 01 11,8,9,13,29,30,1,11
2021-09-29,21113,17 18 25 27 28 04 08,17,18,25,27,28,4,8
2021-09-27,21112,18 21 22 23 35 11 12,18,21,22,23,35,11,12
2021-09-25,21111,07 08 15 19 28 08 09,7,8,15,19,28,8,9
2021-09-22,21110,11 14 29 31 32 11 12,11,14,29,31,32,11,12
2021-09-20,21109,03 04 07 27 31 06 09,3,4,7,27,31,6,9
2021-09-18,21108,05 19 22 26 35 02 06,5,19,22,26,35,2,6
2021-09-15,21107,03 05 13 20 25 07 11,3,5,13,20,25,7,11
2021-09-13,21106,02 13 14 32 34 02 12,2,13,14,32,34,2,12
2021-09-11,21105,07 10 11 17 18 04 09,7,10,11,17,18,4,9
2021-09-08,21104,23 25 26 30 33 03 11,23,25,26,30,33,3,11
2021-09-06,21103,04 10 23 30 31 05 11,4,10,23,30,31,5,11
2021-09-04,21102,02 08 11 16 23 02 07,2,8,11,16,23,2,7
2021-09-01,21101,13 18 19 27 32 06 11,13,18,19,27,32,6,11
2021-08-30,21100,07 11 23 26 28 02 07,7,11,23,26,28,2,7
2021-08-28,21099,15 19 27 28 30 03 04,15,19,27,28,30,3,4
2021-08-25,21098,02 07 21 27 33 07 09,2,7,21,27,33,7,9
2021-08-23,21097,11 26 30 31 33 03 10,11,26,30,31,33,3,10
2021-08-21,21096,07 08 10 20 21 01 05,7,8,10,20,21,1,5
2021-08-18,21095,10 15 19 20 30 11 12,10,15,19,20,30,11,12
2021-08-16,21094,05 06 24 27 33 05 12,5,6,24,27,33,5,12
2021-08-14,21093,20 25 27 28 31 08 11,20,25,27,28,31,8,11
2021-08-11,21092,12 14 27 28 34 03 07,12,14,27,28,34,3,7
2021-08-09,21091,01 04 10 21 29 03 05,1,4,10,21,29,3,5
2021-08-07,21090,06 07 19 26 32 06 12,6,7,19,26,32,6,12
2021-08-04,21089,01 17 24 28 35 10 12,1,17,24,28,35,10,12
2021-08-02,21088,02 14 31 34 35 01 07,2,14,31,34,35,1,7
2021-07-31,21087,10 14 15 25 28 03 10,10,14,15,25,28,3,10
2021-07-28,21086,02 03 07 16 17 06 10,2,3,7,16,17,6,10
2021-07-26,21085,01 12 15 26 35 10 11,1,12,15,26,35,10,11
2021-07-24,21084,02 10 14 30 33 06 09,2,10,14,30,33,6,9
2021-07-21,21083,07 09 11 26 35 01 08,7,9,11,26,35,1,8
2021-07-19,21082,01 14 22 29 33 03 10,1,14,22,29,33,3,10
2021-07-17,21081,05 13 24 29 35 07 08,5,13,24,29,35,7,8
2021-07-14,21080,15 16 20 29 30 06 10,15,16,20,29,30,6,10
2021-07-12,21079,06 14 19 26 33 08 11,6,14,19,26,33,8,11
2021-07-10,21078,02 08 17 19 25 01 05,2,8,17,19,25,1,5
2021-07-07,21077,02 06 09 21 25 06 08,2,6,9,21,25,6,8
2021-07-05,21076,06 13 22 25 26 02 04,6,13,22,25,26,2,4
2021-07-03,21075,06 14 15 17 20 01 05,6,14,15,17,20,1,5
2021-06-30,21074,11 14 18 20 25 03 07,11,14,18,20,25,3,7
2021-06-28,21073,08 12 14 20 24 06 10,8,12,14,20,24,6,10
2021-06-26,21072,02 03 15 22 26 03 11,2,3,15,22,26,3,11
2021-06-23,21071,08 11 16 29 35 01 04,8,11,16,29,35,1,4
2021-06-21,21070,03 20 21 22 24 06 12,3,20,21,22,24,6,12
2021-06-19,21069,01 03 24 32 33 04 06,1,3,24,32,33,4,6
2021-06-16,21068,02 20 21 26 30 02 10,2,20,21,26,30,2,10
2021-06-14,21067,01 04 22 23 34 08 09,1,4,22,23,34,8,9
2021-06-12,21066,24 26 29 34 35 09 11,24,26,29,34,35,9,11
2021-06-09,21065,23 25 30 31 35 07 08,23,25,30,31,35,7,8
2021-06-07,21064,01 17 19 32 34 06 10,1,17,19,32,34,6,10
2021-06-05,21063,05 09 14 29 30 09 11,5,9,14,29,30,9,11
2021-06-02,21062,04 06 23 32 34 05 07,4,6,23,32,34,5,7
2021-05-31,21061,15 19 20 26 32 04 07,15,19,20,26,32,4,7
2021-05-29,21060,09 13 25 31 33 03 07,9,13,25,31,33,3,7
2021-05-26,21059,04 16 27 28 35 02 09,4,16,27,28,35,2,9
2021-05-24,21058,13 15 17 23 34 01 11,13,15,17,23,34,1,11
2021-05-22,21057,05 07 19 20 28 05 07,5,7,19,20,28,5,7
2021-05-19,21056,03 11 16 21 26 09 10,3,11,16,21,26,9,10
2021-05-17,21055,03 06 10 11 24 10 11,3,6,10,11,24,10,11
2021-05-15,21054,03 06 17 20 25 03 09,3,6,17,20,25,3,9
2021-05-12,21053,03 06 15 17 35 07 11,3,6,15,17,35,7,11
2021-05-10,21052,02 11 13 14 30 09 12,2,11,13,14,30,9,12
2021-05-08,21051,01 04 14 16 19 03 04,1,4,14,16,19,3,4
2021-05-05,21050,09 22 32 33 35 05 10,9,22,32,33,35,5,10
2021-05-03,21049,01 10 22 23 25 02 12,1,10,22,23,25,2,12
2021-05-01,21048,04 07 17 21 27 10 12,4,7,17,21,27,10,12
2021-04-28,21047,01 06 09 25 33 04 08,1,6,9,25,33,4,8
2021-04-26,21046,06 08 12 14 18 06 08,6,8,12,14,18,6,8
2021-04-24,21045,01 04 06 11 19 07 09,1,4,6,11,19,7,9
2021-04-21,21044,06 18 31 33 35 10 11,6,18,31,33,35,10,11
2021-04-19,21043,07 12 17 19 34 01 10,7,12,17,19,34,1,10
2021-04-17,21042,09 15 20 23 29 04 05,9,15,20,23,29,4,5
2021-04-14,21041,02 05 09 11 32 04 09,2,5,9,11,32,4,9
2021-04-12,21040,02 03 09 16 19 03 07,2,3,9,16,19,3,7
2021-04-10,21039,04 12 14 21 35 02 11,4,12,14,21,35,2,11
2021-04-07,21038,09 11 20 29 32 01 07,9,11,20,29,32,1,7
2021-04-05,21037,10 21 27 29 33 04 12,10,21,27,29,33,4,12
2021-04-03,21036,08 17 25 28 33 07 11,8,17,25,28,33,7,11
2021-03-31,21035,05 11 16 30 32 03 04,5,11,16,30,32,3,4
2021-03-29,21034,08 10 14 25 34 07 08,8,10,14,25,34,7,8
2021-03-27,21033,01 03 05 30 32 01 05,1,3,5,30,32,1,5
2021-03-24,21032,01 11 14 34 35 07 10,1,11,14,34,35,7,10
2021-03-22,21031,01 04 19 20 34 03 05,1,4,19,20,34,3,5
2021-03-20,21030,18 23 25 26 32 02 07,18,23,25,26,32,2,7
2021-03-17,21029,02 06 10 32 33 04 07,2,6,10,32,33,4,7
2021-03-15,21028,02 03 05 17 29 04 10,2,3,5,17,29,4,10
2021-03-13,21027,09 21 22 26 30 04 12,9,21,22,26,30,4,12
2021-03-10,21026,07 11 20 24 27 01 11,7,11,20,24,27,1,11
2021-03-08,21025,17 18 23 30 31 10 12,17,18,23,30,31,10,12
2021-03-06,21024,11 14 21 24 31 02 10,11,14,21,24,31,2,10
2021-03-03,21023,07 09 13 16 32 02 09,7,9,13,16,32,2,9
2021-03-01,21022,02 12 22 30 33 02 04,2,12,22,30,33,2,4
2021-02-27,21021,16 18 29 33 35 09 12,16,18,29,33,35,9,12
2021-02-24,21020,07 21 22 30 33 04 06,7,21,22,30,33,4,6
2021-02-22,21019,01 12 13 28 29 03 04,1,12,13,28,29,3,4
2021-02-20,21018,02 20 23 26 34 05 10,2,20,23,26,34,5,10
2021-02-08,21017,17 21 26 29 32 02 07,17,21,26,29,32,2,7
2021-02-06,21016,08 09 10 19 34 01 02,8,9,10,19,34,1,2
2021-02-03,21015,04 08 17 19 25 01 07,4,8,17,19,25,1,7
2021-02-01,21014,07 13 20 27 29 04 09,7,13,20,27,29,4,9
2021-01-30,21013,21 27 28 30 34 08 11,21,27,28,30,34,8,11
2021-01-27,21012,06 12 20 23 33 01 09,6,12,20,23,33,1,9
2021-01-25,21011,06 09 11 14 21 01 03,6,9,11,14,21,1,3
2021-01-23,21010,01 05 16 22 34 08 11,1,5,16,22,34,8,11
2021-01-20,21009,01 03 20 29 32 05 12,1,3,20,29,32,5,12
2021-01-18,21008,05 19 20 27 33 03 08,5,19,20,27,33,3,8
2021-01-16,21007,05 23 30 34 35 08 10,5,23,30,34,35,8,10
2021-01-13,21006,04 22 25 28 35 04 05,4,22,25,28,35,4,5
2021-01-11,21005,03 07 10 12 35 03 05,3,7,10,12,35,3,5
2021-01-09,21004,05 10 17 23 28 02 08,5,10,17,23,28,2,8
2021-01-06,21003,07 21 28 31 35 04 10,7,21,28,31,35,4,10
2021-01-04,21002,02 16 26 31 34 09 11,2,16,26,31,34,9,11
2021-01-02,21001,02 06 12 19 33 08 09,2,6,12,19,33,8,9
2020-12-30,20134,08 11 13 22 25 04 07,8,11,13,22,25,4,7
2020-12-28,20133,11 24 26 33 35 08 09,11,24,26,33,35,8,9
2020-12-26,20132,03 15 16 17 21 07 10,3,15,16,17,21,7,10
2020-12-23,20131,08 25 27 29 35 02 03,8,25,27,29,35,2,3
2020-12-21,20130,16 17 23 26 32 02 12,16,17,23,26,32,2,12
2020-12-19,20129,10 22 27 33 34 01 11,10,22,27,33,34,1,11
2020-12-16,20128,09 12 13 26 33 04 10,9,12,13,26,33,4,10
2020-12-14,20127,01 04 17 18 26 03 10,1,4,17,18,26,3,10
2020-12-12,20126,01 04 09 22 28 04 12,1,4,9,22,28,4,12
2020-12-09,20125,01 02 03 08 22 01 04,1,2,3,8,22,1,4
2020-12-07,20124,11 15 24 26 35 04 05,11,15,24,26,35,4,5
2020-12-05,20123,01 07 11 15 21 04 11,1,7,11,15,21,4,11
2020-12-02,20122,08 19 29 34 35 06 11,8,19,29,34,35,6,11
2020-11-30,20121,09 17 27 28 35 03 08,9,17,27,28,35,3,8
2020-11-28,20120,05 25 26 30 35 04 10,5,25,26,30,35,4,10
2020-11-25,20119,14 22 24 28 32 07 08,14,22,24,28,32,7,8
2020-11-23,20118,01 09 15 30 33 04 09,1,9,15,30,33,4,9
2020-11-21,20117,07 19 20 23 24 05 10,7,19,20,23,24,5,10
2020-11-18,20116,08 10 12 16 22 03 09,8,10,12,16,22,3,9
2020-11-16,20115,01 09 18 19 23 01 09,1,9,18,19,23,1,9
2020-11-14,20114,10 12 21 24 30 03 07,10,12,21,24,30,3,7
2020-11-11,20113,06 14 18 28 33 02 05,6,14,18,28,33,2,5
2020-11-09,20112,08 11 13 30 32 02 06,8,11,13,30,32,2,6
2020-11-07,20111,05 07 09 20 28 02 07,5,7,9,20,28,2,7
2020-11-04,20110,11 16 20 21 28 05 11,11,16,20,21,28,5,11
2020-11-02,20109,02 20 21 23 32 06 12,2,20,21,23,32,6,12
2020-10-31,20108,02 03 06 07 33 08 09,2,3,6,7,33,8,9
2020-10-28,20107,01 04 13 17 28 03 07,1,4,13,17,28,3,7
2020-10-26,20106,02 03 11 14 27 04 10,2,3,11,14,27,4,10
2020-10-24,20105,03 08 12 13 22 04 12,3,8,12,13,22,4,12
2020-10-21,20104,03 12 23 26 30 04 07,3,12,23,26,30,4,7
2020-10-19,20103,07 12 13 19 23 02 08,7,12,13,19,23,2,8
2020-10-17,20102,07 11 18 20 29 09 12,7,11,18,20,29,9,12
2020-10-14,20101,03 04 05 09 34 07 09,3,4,5,9,34,7,9
2020-10-12,20100,04 05 08 22 33 07 10,4,5,8,22,33,7,10
2020-10-10,20099,02 03 11 15 27 04 12,2,3,11,15,27,4,12
2020-10-07,20098,04 09 15 24 35 04 10,4,9,15,24,35,4,10
2020-10-05,20097,05 25 27 30 34 06 12,5,25,27,30,34,6,12
2020-09-30,20096,07 08 10 25 28 03 11,7,8,10,25,28,3,11
2020-09-28,20095,02 18 25 26 32 02 07,2,18,25,26,32,2,7
2020-09-26,20094,04 06 07 08 16 02 08,4,6,7,8,16,2,8
2020-09-23,20093,06 14 25 27 28 04 11,6,14,25,27,28,4,11
2020-09-21,20092,08 11 17 31 35 07 11,8,11,17,31,35,7,11
2020-09-19,20091,12 16 20 23 31 05 12,12,16,20,23,31,5,12
2020-09-16,20090,05 06 27 28 29 11 12,5,6,27,28,29,11,12
2020-09-14,20089,13 16 20 22 27 01 02,13,16,20,22,27,1,2
2020-09-12,20088,02 07 23 26 35 01 12,2,7,23,26,35,1,12
2020-09-09,20087,01 04 20 23 29 04 08,1,4,20,23,29,4,8
2020-09-07,20086,08 11 15 20 28 04 10,8,11,15,20,28,4,10
2020-09-05,20085,03 04 11 15 28 02 03,3,4,11,15,28,2,3
