lotteryDrawTime,lotteryDrawNum,lotteryDrawResult,red_1,red_2,red_3,red_4,red_5,blue_1,blue_2
2013-05-20,13057,07 15 27 33 35 07 10,7,15,27,33,35,7,10
2013-05-18,13056,11 22 30 32 35 03 04,11,22,30,32,35,3,4
2013-05-15,13055,04 05 22 23 24 03 09,4,5,22,23,24,3,9
2013-05-13,13054,05 08 21 30 32 01 08,5,8,21,30,32,1,8
2013-05-11,13053,13 31 33 34 35 05 07,13,31,33,34,35,5,7
2013-05-08,13052,01 02 10 29 31 01 10,1,2,10,29,31,1,10
2013-05-06,13051,05 08 15 18 33 07 08,5,8,15,18,33,7,8
2013-05-04,13050,14 22 30 32 33 07 08,14,22,30,32,33,7,8
2013-05-01,13049,18 22 25 31 32 04 06,18,22,25,31,32,4,6
2013-04-29,13048,10 11 23 32 33 01 04,10,11,23,32,33,1,4
2013-04-27,13047,12 20 28 30 35 03 11,12,20,28,30,35,3,11
2013-04-24,13046,15 16 19 25 32 05 11,15,16,19,25,32,5,11
2013-04-22,13045,08 11 12 21 25 02 07,8,11,12,21,25,2,7
2013-04-20,13044,07 11 13 18 28 05 10,7,11,13,18,28,5,10
2013-04-17,13043,07 13 25 34 35 07 09,7,13,25,34,35,7,9
2013-04-15,13042,02 06 22 23 33 01 06,2,6,22,23,33,1,6
2013-04-13,13041,03 13 14 15 34 05 08,3,13,14,15,34,5,8
2013-04-10,13040,16 17 22 26 35 03 10,16,17,22,26,35,3,10
2013-04-08,13039,06 23 30 33 35 07 10,6,23,30,33,35,7,10
2013-04-06,13038,01 19 24 25 26 07 09,1,19,24,25,26,7,9
2013-04-03,13037,02 26 31 32 34 06 08,2,26,31,32,34,6,8
2013-04-01,13036,08 12 32 33 35 03 05,8,12,32,33,35,3,5
2013-03-30,13035,05 14 28 32 34 07 08,5,14,28,32,34,7,8
2013-03-27,13034,01 03 11 19 29 04 08,1,3,11,19,29,4,8
2013-03-25,13033,12 18 22 28 31 01 11,12,18,22,28,31,1,11
2013-03-23,13032,12 27 28 33 35 01 08,12,27,28,33,35,1,8
2013-03-20,13031,12 17 18 26 32 10 11,12,17,18,26,32,10,11
2013-03-18,13030,03 05 09 10 28 05 07,3,5,9,10,28,5,7
2013-03-16,13029,05 07 17 25 26 04 10,5,7,17,25,26,4,10
2013-03-13,13028,13 19 28 30 34 08 12,13,19,28,30,34,8,12
2013-03-11,13027,03 12 14 24 35 03 08,3,12,14,24,35,3,8
2013-03-09,13026,02 10 16 30 33 05 06,2,10,16,30,33,5,6
2013-03-06,13025,03 23 25 26 28 10 12,3,23,25,26,28,10,12
2013-03-04,13024,09 12 14 18 24 01 04,9,12,14,18,24,1,4
2013-03-02,13023,05 19 24 26 35 05 07,5,19,24,26,35,5,7
2013-02-27,13022,03 04 13 17 23 03 08,3,4,13,17,23,3,8
2013-02-25,13021,23 24 28 30 33 01 11,23,24,28,30,33,1,11
2013-02-23,13020,06 11 20 31 32 05 09,6,11,20,31,32,5,9
2013-02-20,13019,06 12 17 29 30 07 11,6,12,17,29,30,7,11
2013-02-18,13018,20 23 31 33 34 03 09,20,23,31,33,34,3,9
2013-02-16,13017,11 14 22 29 34 05 11,11,14,22,29,34,5,11
2013-02-06,13016,05 15 19 27 32 08 09,5,15,19,27,32,8,9
2013-02-04,13015,14 15 26 32 33 01 11,14,15,26,32,33,1,11
2013-02-02,13014,05 08 25 29 31 02 04,5,8,25,29,31,2,4
2013-01-30,13013,13 15 29 30 35 01 11,13,15,29,30,35,1,11
2013-01-28,13012,01 14 31 32 34 02 11,1,14,31,32,34,2,11
2013-01-26,13011,01 02 08 15 23 06 09,1,2,8,15,23,6,9
2013-01-23,13010,09 15 17 18 29 09 11,9,15,17,18,29,9,11
2013-01-21,13009,10 17 19 27 29 05 12,10,17,19,27,29,5,12
2013-01-19,13008,02 07 25 29 34 03 06,2,7,25,29,34,3,6
2013-01-16,13007,14 29 32 33 34 03 06,14,29,32,33,34,3,6
2013-01-14,13006,08 20 25 31 32 05 07,8,20,25,31,32,5,7
2013-01-12,13005,18 22 26 28 31 10 12,18,22,26,28,31,10,12
2013-01-09,13004,07 08 12 20 25 03 07,7,8,12,20,25,3,7
2013-01-07,13003,01 16 18 21 31 09 12,1,16,18,21,31,9,12
2013-01-05,13002,04 20 27 31 32 06 12,4,20,27,31,32,6,12
2013-01-02,13001,06 09 11 31 32 05 11,6,9,11,31,32,5,11
2012-12-31,12154,03 26 27 31 32 03 09,3,26,27,31,32,3,9
2012-12-29,12153,08 09 10 13 22 05 10,8,9,10,13,22,5,10
2012-12-26,12152,04 17 26 33 34 02 08,4,17,26,33,34,2,8
2012-12-24,12151,03 19 20 24 33 03 04,3,19,20,24,33,3,4
2012-12-22,12150,02 14 18 24 31 02 03,2,14,18,24,31,2,3
2012-12-19,12149,02 10 23 33 34 05 10,2,10,23,33,34,5,10
2012-12-17,12148,04 16 27 29 34 06 11,4,16,27,29,34,6,11
2012-12-15,12147,02 03 17 19 33 02 09,2,3,17,19,33,2,9
2012-12-12,12146,01 10 13 17 26 06 08,1,10,13,17,26,6,8
2012-12-10,12145,05 22 31 33 35 06 09,5,22,31,33,35,6,9
2012-12-08,12144,11 13 14 21 29 01 10,11,13,14,21,29,1,10
2012-12-05,12143,09 27 29 30 31 03 06,9,27,29,30,31,3,6
2012-12-03,12142,15 19 29 34 35 07 10,15,19,29,34,35,7,10
2012-12-01,12141,03 11 19 23 34 02 12,3,11,19,23,34,2,12
2012-11-28,12140,07 17 27 28 29 09 10,7,17,27,28,29,9,10
2012-11-26,12139,09 10 12 22 25 04 11,9,10,12,22,25,4,11
2012-11-24,12138,13 17 27 31 33 06 12,13,17,27,31,33,6,12
2012-11-21,12137,03 12 20 21 27 01 06,3,12,20,21,27,1,6
2012-11-19,12136,02 23 29 30 31 01 04,2,23,29,30,31,1,4
2012-11-17,12135,03 05 17 18 33 06 07,3,5,17,18,33,6,7
2012-11-14,12134,01 06 18 32 35 02 07,1,6,18,32,35,2,7
2012-11-12,12133,05 07 13 29 30 01 05,5,7,13,29,30,1,5
2012-11-10,12132,05 08 21 25 33 01 11,5,8,21,25,33,1,11
2012-11-07,12131,02 16 18 27 30 08 12,2,16,18,27,30,8,12
2012-11-05,12130,14 19 23 29 30 06 07,14,19,23,29,30,6,7
2012-11-03,12129,01 07 21 28 31 03 09,1,7,21,28,31,3,9
2012-10-31,12128,09 10 19 30 31 04 11,9,10,19,30,31,4,11
2012-10-29,12127,12 13 14 25 35 10 12,12,13,14,25,35,10,12
2012-10-27,12126,13 14 21 28 29 05 10,13,14,21,28,29,5,10
2012-10-24,12125,06 14 17 22 35 01 02,6,14,17,22,35,1,2
2012-10-22,12124,07 11 19 20 35 05 10,7,11,19,20,35,5,10
2012-10-20,12123,05 08 18 30 33 01 09,5,8,18,30,33,1,9
2012-10-17,12122,23 24 25 29 31 03 12,23,24,25,29,31,3,12
2012-10-15,12121,07 18 20 29 30 05 06,7,18,20,29,30,5,6
2012-10-13,12120,02 10 21 23 29 03 04,2,10,21,23,29,3,4
2012-10-10,12119,05 06 09 19 32 06 09,5,6,9,19,32,6,9
2012-10-08,12118,05 17 25 30 33 01 12,5,17,25,30,33,1,12
2012-10-06,12117,01 12 18 21 33 07 08,1,12,18,21,33,7,8
2012-10-03,12116,01 11 18 20 22 07 10,1,11,18,20,22,7,10
2012-10-01,12115,01 06 13 19 23 06 09,1,6,13,19,23,6,9
2012-09-29,12114,03 06 21 33 35 01 07,3,6,21,33,35,1,7
2012-09-26,12113,03 10 22 27 29 03 12,3,10,22,27,29,3,12
2012-09-24,12112,01 02 28 31 35 05 07,1,2,28,31,35,5,7
2012-09-22,12111,01 24 25 30 33 04 11,1,24,25,30,33,4,11
2012-09-19,12110,01 11 17 19 26 05 12,1,11,17,19,26,5,12
2012-09-17,12109,01 22 30 32 35 09 11,1,22,30,32,35,9,11
2012-09-15,12108,06 07 12 24 35 02 06,6,7,12,24,35,2,6
2012-09-12,12107,04 07 09 22 33 01 03,4,7,9,22,33,1,3
2012-09-10,12106,15 23 25 29 31 09 10,15,23,25,29,31,9,10
2012-09-08,12105,05 06 14 15 31 06 08,5,6,14,15,31,6,8
2012-09-05,12104,16 18 24 25 27 04 09,16,18,24,25,27,4,9
2012-09-03,12103,02 09 18 23 24 01 04,2,9,18,23,24,1,4
2012-09-01,12102,02 04 06 13 35 04 08,2,4,6,13,35,4,8
2012-08-29,12101,02 05 08 09 31 03 07,2,5,8,9,31,3,7
2012-08-27,12100,07 09 13 19 27 01 03,7,9,13,19,27,1,3
2012-08-25,12099,12 18 24 25 32 02 12,12,18,24,25,32,2,12
2012-08-22,12098,02 11 28 29 30 06 12,2,11,28,29,30,6,12
2012-08-20,12097,09 17 24 29 32 01 02,9,17,24,29,32,1,2
2012-08-18,12096,05 10 19 24 35 08 09,5,10,19,24,35,8,9
2012-08-15,12095,06 09 22 27 30 08 12,6,9,22,27,30,8,12
2012-08-13,12094,02 14 23 32 35 01 10,2,14,23,32,35,1,10
2012-08-11,12093,02 16 21 31 33 04 11,2,16,21,31,33,4,11
2012-08-08,12092,08 09 23 25 31 02 12,8,9,23,25,31,2,12
2012-08-06,12091,03 10 28 31 33 01 09,3,10,28,31,33,1,9
2012-08-04,12090,02 21 27 29 33 02 10,2,21,27,29,33,2,10
2012-08-01,12089,06 12 21 29 32 06 11,6,12,21,29,32,6,11
2012-07-30,12088,13 17 24 30 35 02 10,13,17,24,30,35,2,10
2012-07-28,12087,01 06 07 21 31 04 11,1,6,7,21,31,4,11
2012-07-25,12086,03 20 25 29 32 05 10,3,20,25,29,32,5,10
2012-07-23,12085,07 18 29 31 33 10 12,7,18,29,31,33,10,12
2012-07-21,12084,21 24 27 29 31 01 02,21,24,27,29,31,1,2
2012-07-18,12083,16 19 28 29 31 05 08,16,19,28,29,31,5,8
2012-07-16,12082,02 04 09 10 15 08 10,2,4,9,10,15,8,10
2012-07-14,12081,10 16 17 30 35 01 08,10,16,17,30,35,1,8
2012-07-11,12080,11 12 14 25 28 02 05,11,12,14,25,28,2,5
2012-07-09,12079,01 05 25 32 33 01 10,1,5,25,32,33,1,10
2012-07-07,12078,01 02 23 25 35 05 12,1,2,23,25,35,5,12
2012-07-04,12077,10 30 32 33 34 02 03,10,30,32,33,34,2,3
2012-07-02,12076,02 14 16 22 24 02 05,2,14,16,22,24,2,5
2012-06-30,12075,07 09 10 18 22 05 10,7,9,10,18,22,5,10
2012-06-27,12074,10 22 23 30 32 01 07,10,22,23,30,32,1,7
2012-06-25,12073,18 23 29 33 34 02 07,18,23,29,33,34,2,7
2012-06-23,12072,04 08 17 22 25 04 10,4,8,17,22,25,4,10
2012-06-20,12071,13 23 29 31 34 06 08,13,23,29,31,34,6,8
2012-06-18,12070,09 22 23 32 34 06 08,9,22,23,32,34,6,8
2012-06-16,12069,02 04 22 25 34 02 11,2,4,22,25,34,2,11
2012-06-13,12068,01 21 31 32 35 03 06,1,21,31,32,35,3,6
2012-06-11,12067,20 22 27 30 33 01 02,20,22,27,30,33,1,2
2012-06-09,12066,01 20 25 29 33 04 06,1,20,25,29,33,4,6
2012-06-06,12065,10 22 28 29 34 05 11,10,22,28,29,34,5,11
2012-06-04,12064,09 12 13 15 30 09 10,9,12,13,15,30,9,10
2012-06-02,12063,11 25 26 29 35 01 02,11,25,26,29,35,1,2
2012-05-30,12062,21 32 33 34 35 08 09,21,32,33,34,35,8,9
2012-05-28,12061,05 10 14 27 33 07 09,5,10,14,27,33,7,9
2012-05-26,12060,02 16 21 24 30 06 10,2,16,21,24,30,6,10
2012-05-23,12059,09 13 19 21 27 03 04,9,13,19,21,27,3,4
2012-05-21,12058,13 21 29 31 35 04 12,13,21,29,31,35,4,12
2012-05-19,12057,01 02 14 33 34 03 05,1,2,14,33,34,3,5
2012-05-16,12056,11 21 23 26 34 07 09,11,21,23,26,34,7,9
2012-05-14,12055,07 22 26 32 33 01 08,7,22,26,32,33,1,8
2012-05-12,12054,01 16 18 27 30 10 11,1,16,18,27,30,10,11
2012-05-09,12053,11 12 26 28 31 07 12,11,12,26,28,31,7,12
2012-05-07,12052,10 20 26 31 33 10 12,10,20,26,31,33,10,12
2012-05-05,12051,01 02 17 18 33 05 12,1,2,17,18,33,5,12
2012-05-02,12050,13 17 22 28 29 01 10,13,17,22,28,29,1,10
2012-04-30,12049,09 18 22 27 31 10 12,9,18,22,27,31,10,12
2012-04-28,12048,06 09 26 30 35 05 06,6,9,26,30,35,5,6
2012-04-25,12047,05 07 17 30 34 03 10,5,7,17,30,34,3,10
2012-04-23,12046,04 08 19 23 27 04 11,4,8,19,23,27,4,11
2012-04-21,12045,05 11 17 20 28 11 12,5,11,17,20,28,11,12
2012-04-18,12044,03 04 14 32 35 01 02,3,4,14,32,35,1,2
2012-04-16,12043,01 06 25 31 34 03 09,1,6,25,31,34,3,9
2012-04-14,12042,07 24 27 28 35 07 12,7,24,27,28,35,7,12
2012-04-11,12041,01 02 13 22 23 02 10,1,2,13,22,23,2,10
2012-04-09,12040,02 13 23 28 29 01 05,2,13,23,28,29,1,5
2012-04-07,12039,15 21 22 24 35 01 05,15,21,22,24,35,1,5
2012-04-04,12038,11 23 25 31 35 01 03,11,23,25,31,35,1,3
2012-04-02,12037,09 13 27 31 35 03 10,9,13,27,31,35,3,10
2012-03-31,12036,01 09 20 30 31 08 12,1,9,20,30,31,8,12
2012-03-28,12035,01 04 30 32 35 08 12,1,4,30,32,35,8,12
2012-03-26,12034,01 08 15 16 29 08 09,1,8,15,16,29,8,9
2012-03-24,12033,08 13 19 27 32 01 08,8,13,19,27,32,1,8
2012-03-21,12032,07 08 16 26 34 07 11,7,8,16,26,34,7,11
2012-03-19,12031,19 21 23 25 30 03 08,19,21,23,25,30,3,8
2012-03-17,12030,03 21 22 26 32 01 03,3,21,22,26,32,1,3
2012-03-14,12029,04 07 08 18 29 07 10,4,7,8,18,29,7,10
2012-03-12,12028,10 12 15 33 34 03 10,10,12,15,33,34,3,10
2012-03-10,12027,03 10 11 22 31 05 07,3,10,11,22,31,5,7
2012-03-07,12026,10 11 22 23 29 02 09,10,11,22,23,29,2,9
2012-03-05,12025,01 02 05 12 27 04 07,1,2,5,12,27,4,7
2012-03-03,12024,03 11 17 21 30 03 07,3,11,17,21,30,3,7
2012-02-29,12023,07 09 17 29 35 09 10,7,9,17,29,35,9,10
2012-02-27,12022,07 12 20 33 35 01 10,7,12,20,33,35,1,10
2012-02-25,12021,10 15 21 31 34 07 08,10,15,21,31,34,7,8
2012-02-22,12020,12 14 27 29 34 03 06,12,14,27,29,34,3,6
2012-02-20,12019,07 09 17 30 34 01 12,7,9,17,30,34,1,12
2012-02-18,12018,03 10 14 29 31 04 08,3,10,14,29,31,4,8
2012-02-15,12017,06 11 22 29 34 03 12,6,11,22,29,34,3,12
2012-02-13,12016,05 14 20 29 31 08 12,5,14,20,29,31,8,12
2012-02-11,12015,12 13 24 26 33 06 08,12,13,24,26,33,6,8
2012-02-08,12014,10 14 24 30 32 01 12,10,14,24,30,32,1,12
2012-02-06,12013,07 08 11 12 24 01 02,7,8,11,12,24,1,2
2012-02-04,12012,06 18 22 30 35 02 07,6,18,22,30,35,2,7
2012-02-01,12011,05 19 22 29 30 02 04,5,19,22,29,30,2,4
2012-01-30,12010,25 26 29 32 34 05 07,25,26,29,32,34,5,7
2012-01-21,12009,06 14 20 29 35 09 10,6,14,20,29,35,9,10
2012-01-18,12008,06 08 30 31 32 01 11,6,8,30,31,32,1,11
2012-01-16,12007,04 05 13 17 25 07 10,4,5,13,17,25,7,10
2012-01-14,12006,03 20 22 25 27 01 09,3,20,22,25,27,1,9
2012-01-11,12005,01 02 29 31 33 07 12,1,2,29,31,33,7,12
2012-01-09,12004,10 11 22 31 32 06 07,10,11,22,31,32,6,7
2012-01-07,12003,16 22 24 33 34 03 10,16,22,24,33,34,3,10
2012-01-04,12002,03 11 14 26 29 07 08,3,11,14,26,29,7,8
2012-01-02,12001,07 27 28 32 33 01 12,7,27,28,32,33,1,12
2011-12-31,11154,04 12 16 20 28 08 11,4,12,16,20,28,8,11
2011-12-28,11153,06 22 29 30 35 03 05,6,22,29,30,35,3,5
2011-12-26,11152,01 04 06 21 35 02 11,1,4,6,21,35,2,11
2011-12-24,11151,07 11 14 20 27 03 10,7,11,14,20,27,3,10
2011-12-21,11150,13 22 30 33 34 06 12,13,22,30,33,34,6,12
2011-12-19,11149,02 07 12 29 31 03 05,2,7,12,29,31,3,5
2011-12-17,11148,07 10 11 26 31 03 04,7,10,11,26,31,3,4
2011-12-14,11147,01 15 16 27 28 02 07,1,15,16,27,28,2,7
2011-12-12,11146,09 13 19 29 34 02 11,9,13,19,29,34,2,11
2011-12-10,11145,07 15 19 24 29 04 06,7,15,19,24,29,4,6
2011-12-07,11144,07 18 24 28 33 02 03,7,18,24,28,33,2,3
2011-12-05,11143,08 09 12 25 33 07 10,8,9,12,25,33,7,10
2011-12-03,11142,04 26 30 33 34 04 06,4,26,30,33,34,4,6
2011-11-30,11141,02 11 19 22 35 10 12,2,11,19,22,35,10,12
2011-11-28,11140,01 12 32 33 34 09 11,1,12,32,33,34,9,11
2011-11-26,11139,04 06 10 15 16 03 04,4,6,10,15,16,3,4
2011-11-23,11138,17 23 26 30 32 06 12,17,23,26,30,32,6,12
2011-11-21,11137,02 15 18 23 31 01 02,2,15,18,23,31,1,2
2011-11-19,11136,08 09 11 19 33 03 12,8,9,11,19,33,3,12
2011-11-16,11135,06 22 29 33 35 03 12,6,22,29,33,35,3,12
2011-11-14,11134,01 10 12 14 17 09 10,1,10,12,14,17,9,10
2011-11-12,11133,04 11 23 26 35 03 12,4,11,23,26,35,3,12
2011-11-09,11132,12 14 16 19 33 02 09,12,14,16,19,33,2,9
2011-11-07,11131,03 05 12 18 33 07 11,3,5,12,18,33,7,11
2011-11-05,11130,08 09 13 23 35 11 12,8,9,13,23,35,11,12
2011-11-02,11129,01 07 13 18 23 04 08,1,7,13,18,23,4,8
2011-10-31,11128,03 04 06 11 13 01 02,3,4,6,11,13,1,2
2011-10-29,11127,01 11 22 26 29 05 08,1,11,22,26,29,5,8
2011-10-26,11126,07 17 29 30 33 10 12,7,17,29,30,33,10,12
2011-10-24,11125,07 10 27 34 35 10 12,7,10,27,34,35,10,12
2011-10-22,11124,08 12 14 20 25 06 08,8,12,14,20,25,6,8
2011-10-19,11123,10 14 18 19 35 01 06,10,14,18,19,35,1,6
2011-10-17,11122,03 08 23 24 34 05 12,3,8,23,24,34,5,12
2011-10-15,11121,02 03 30 31 33 03 09,2,3,30,31,33,3,9
2011-10-12,11120,20 25 26 30 31 09 10,20,25,26,30,31,9,10
2011-10-10,11119,04 15 20 26 31 06 12,4,15,20,26,31,6,12
2011-10-08,11118,04 07 11 32 35 05 07,4,7,11,32,35,5,7
2011-10-05,11117,10 12 28 32 33 03 05,10,12,28,32,33,3,5
2011-10-03,11116,10 15 18 19 26 07 12,10,15,18,19,26,7,12
2011-10-01,11115,17 26 30 31 35 06 11,17,26,30,31,35,6,11
2011-09-28,11114,06 08 17 27 35 02 11,6,8,17,27,35,2,11
2011-09-26,11113,04 05 07 10 12 04 05,4,5,7,10,12,4,5
2011-09-24,11112,06 17 28 32 33 08 12,6,17,28,32,33,8,12
2011-09-21,11111,02 11 13 23 31 11 12,2,11,13,23,31,11,12
2011-09-19,11110,30 31 33 34 35 04 07,30,31,33,34,35,4,7
2011-09-17,11109,01 11 12 22 34 08 10,1,11,12,22,34,8,10
2011-09-14,11108,07 15 18 24 28 01 07,7,15,18,24,28,1,7
2011-09-12,11107,02 06 18 30 32 01 08,2,6,18,30,32,1,8
2011-09-10,11106,01 09 29 30 35 05 09,1,9,29,30,35,5,9
2011-09-07,11105,02 11 26 32 33 05 12,2,11,26,32,33,5,12
2011-09-05,11104,07 19 27 28 34 02 05,7,19,27,28,34,2,5
2011-09-03,11103,03 04 26 29 34 01 03,3,4,26,29,34,1,3
2011-08-31,11102,19 24 28 31 34 04 12,19,24,28,31,34,4,12
2011-08-29,11101,05 12 20 28 30 03 07,5,12,20,28,30,3,7
2011-08-27,11100,08 11 13 28 33 08 09,8,11,13,28,33,8,9
2011-08-24,11099,02 06 09 12 20 05 08,2,6,9,12,20,5,8
2011-08-22,11098,06 07 28 33 35 01 10,6,7,28,33,35,1,10
2011-08-20,11097,04 19 28 31 33 11 12,4,19,28,31,33,11,12
2011-08-17,11096,03 08 20 24 25 01 02,3,8,20,24,25,1,2
2011-08-15,11095,09 12 17 19 29 06 11,9,12,17,19,29,6,11
2011-08-13,11094,11 21 22 32 34 04 08,11,21,22,32,34,4,8
2011-08-10,11093,04 06 08 19 31 10 11,4,6,8,19,31,10,11
2011-08-08,11092,10 17 19 32 33 01 12,10,17,19,32,33,1,12
2011-08-06,11091,11 17 23 29 30 06 08,11,17,23,29,30,6,8
2011-08-03,11090,02 04 29 30 34 05 08,2,4,29,30,34,5,8
2011-08-01,11089,05 06 23 27 34 03 04,5,6,23,27,34,3,4
2011-07-30,11088,20 21 27 29 35 03 08,20,21,27,29,35,3,8
2011-07-27,11087,06 13 20 25 34 07 09,6,13,20,25,34,7,9
2011-07-25,11086,04 05 06 09 15 01 06,4,5,6,9,15,1,6
2011-07-23,11085,02 17 19 21 22 03 10,2,17,19,21,22,3,10
2011-07-20,11084,14 29 31 34 35 01 12,14,29,31,34,35,1,12
2011-07-18,11083,06 08 18 20 24 04 08,6,8,18,20,24,4,8
2011-07-16,11082,07 20 25 30 32 05 09,7,20,25,30,32,5,9
2011-07-13,11081,04 13 20 21 35 02 09,4,13,20,21,35,2,9
2011-07-11,11080,05 12 30 31 32 01 03,5,12,30,31,32,1,3
2011-07-09,11079,01 03 23 30 31 02 10,1,3,23,30,31,2,10
2011-07-06,11078,04 09 16 27 30 02 06,4,9,16,27,30,2,6
2011-07-04,11077,05 08 19 33 34 01 12,5,8,19,33,34,1,12
2011-07-02,11076,18 23 25 29 30 01 02,18,23,25,29,30,1,2
2011-06-29,11075,06 09 20 23 28 06 10,6,9,20,23,28,6,10
2011-06-27,11074,07 16 23 28 31 03 06,7,16,23,28,31,3,6
2011-06-25,11073,13 19 20 22 33 05 11,13,19,20,22,33,5,11
2011-06-22,11072,03 11 13 20 35 03 08,3,11,13,20,35,3,8
2011-06-20,11071,27 31 33 34 35 04 06,27,31,33,34,35,4,6
2011-06-18,11070,09 19 22 29 30 02 08,9,19,22,29,30,2,8
2011-06-15,11069,03 05 28 29 33 04 12,3,5,28,29,33,4,12
2011-06-13,11068,01 13 16 18 32 07 09,1,13,16,18,32,7,9
2011-06-11,11067,10 17 22 24 32 03 10,10,17,22,24,32,3,10
2011-06-08,11066,06 13 18 20 33 09 10,6,13,18,20,33,9,10
2011-06-06,11065,03 11 14 25 34 01 04,3,11,14,25,34,1,4
2011-06-04,11064,01 06 27 30 34 01 06,1,6,27,30,34,1,6
2011-06-01,11063,10 17 18 26 32 01 05,10,17,18,26,32,1,5
2011-05-30,11062,06 10 17 20 21 03 07,6,10,17,20,21,3,7
2011-05-28,11061,06 07 16 18 20 04 10,6,7,16,18,20,4,10
2011-05-25,11060,03 25 29 32 34 09 10,3,25,29,32,34,9,10
2011-05-23,11059,09 16 21 29 34 07 10,9,16,21,29,34,7,10
2011-05-21,11058,01 09 27 32 33 03 06,1,9,27,32,33,3,6
2011-05-18,11057,07 11 30 31 34 09 12,7,11,30,31,34,9,12
2011-05-16,11056,03 05 29 30 31 08 10,3,5,29,30,31,8,10
2011-05-14,11055,01 07 31 32 35 02 10,1,7,31,32,35,2,10
2011-05-11,11054,05 09 16 26 35 03 10,5,9,16,26,35,3,10
2011-05-09,11053,03 16 28 31 32 01 09,3,16,28,31,32,1,9
2011-05-07,11052,13 24 31 32 33 03 09,13,24,31,32,33,3,9
2011-05-04,11051,06 08 12 17 18 05 10,6,8,12,17,18,5,10
2011-05-02,11050,04 07 29 32 33 08 10,4,7,29,32,33,8,10
2011-04-30,11049,05 06 10 22 25 01 09,5,6,10,22,25,1,9
2011-04-27,11048,13 17 25 27 28 02 03,13,17,25,27,28,2,3
2011-04-25,11047,02 15 22 33 35 05 08,2,15,22,33,35,5,8
2011-04-23,11046,09 15 16 19 29 04 06,9,15,16,19,29,4,6
2011-04-20,11045,13 21 22 29 31 07 11,13,21,22,29,31,7,11
2011-04-18,11044,11 21 24 26 31 06 07,11,21,24,26,31,6,7
